Time,True Height,Error Height,True Pitch,Desire Pitch,True Pitch Rate,Desire Pitch Rate,True Elevator Pos,Desire Elevator Pos,Horizontal Vel,Vertical Vel,Flight Path Vel,Distance to Runway Start
4803,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
5104,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
5404,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
5704,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
6004,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
6305,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
6605,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
6905,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
7205,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
7505,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
7806,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
8106,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
8406,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
8706,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
9007,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
9307,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
9607,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
9907,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
10208,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
10508,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
10808,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
11108,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
11409,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
11709,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
12009,0.000000,0.000000,0.000000,-0.200000,-0.000000,-0.600000,0.000000,-0.180000,0.000000,0.000000,0.000000,0.000000
12309,13.991000,-0.887801,0.000000,0.100000,-0.000000,0.300000,0.000000,0.090000,60.000000,0.000000,60.000000,-500.391000
12610,14.885238,-2.056665,0.092590,-0.026634,0.834715,-0.357673,-0.139445,-0.357717,58.604716,7.120167,59.035663,-489.903450
12910,17.576515,-5.348116,0.051105,-0.061700,-0.796671,-0.338416,-0.155999,0.137476,56.498136,6.586799,56.880799,-466.983725
13210,18.682503,-6.752295,0.049913,-0.160443,0.659388,-0.631069,-0.167132,-0.387137,55.632771,4.650415,55.826799,-455.596275
13510,20.053620,-8.668255,-0.028378,-0.202569,-0.662490,-0.522572,-0.150378,0.041975,53.936148,2.173689,53.979931,-434.789563
13810,20.095659,-8.968695,-0.082429,-0.260048,-0.321084,-0.598990,-0.126549,-0.083372,53.291061,-0.929996,53.299175,-424.921616
14111,19.223924,-8.621407,-0.111992,-0.269061,-0.226459,-0.471206,-0.126151,-0.073424,51.865104,-3.930109,52.013794,-404.893795
14411,18.431307,-8.089297,-0.118885,-0.258642,0.086257,-0.419272,-0.119892,-0.151659,51.232384,-4.337447,51.415665,-394.945443
14711,16.703036,-6.889878,-0.132460,-0.242679,-0.253155,-0.330657,-0.124252,-0.023251,49.990214,-4.758186,50.216151,-374.749393
15011,15.842532,-6.287202,-0.116845,-0.206696,-0.023046,-0.269555,-0.121791,-0.073953,49.460058,-3.862843,49.610673,-364.903304
15311,14.472072,-5.417373,-0.098253,-0.188616,0.006193,-0.271088,-0.118435,-0.083184,48.335954,-2.921744,48.424178,-345.785004
15612,13.945525,-5.143684,-0.079476,-0.162521,-0.070702,-0.249136,-0.108417,-0.053530,47.748070,-2.013129,47.790489,-336.128772
15912,13.311122,-4.999300,-0.061613,-0.154311,0.050356,-0.278093,-0.114047,-0.098535,46.523869,-1.135979,46.537736,-317.415701
16212,13.116030,-5.040219,-0.053786,-0.149979,-0.027351,-0.288580,-0.112492,-0.078369,45.918951,-0.792358,45.925787,-308.402796
16512,12.858591,-5.226861,-0.050290,-0.151207,0.036139,-0.302749,-0.114532,-0.101666,44.782151,-0.629452,44.786575,-291.444003
16812,12.745661,-5.330696,-0.053150,-0.156806,-0.030847,-0.310968,-0.115452,-0.084036,44.236437,-0.681501,44.241686,-283.166064
17112,12.482768,-5.512759,-0.054586,-0.159921,-0.004265,-0.316003,-0.115835,-0.093522,43.141155,-0.727408,43.147287,-266.173932
17412,12.327069,-5.583806,-0.059367,-0.165383,-0.032305,-0.318046,-0.115230,-0.085722,42.599488,-0.860070,42.608170,-257.514837
17713,11.968040,-5.652486,-0.062197,-0.167514,-0.009887,-0.315950,-0.114833,-0.091819,41.607697,-1.009169,41.619934,-241.181251
18013,11.762261,-5.657941,-0.064619,-0.169575,0.005850,-0.314868,-0.114308,-0.096215,41.132858,-1.126740,41.148287,-233.114590
18313,11.303345,-5.616507,-0.067330,-0.169738,-0.012780,-0.307223,-0.113199,-0.088333,40.220329,-1.228238,40.239079,-217.171596
18613,11.057440,-5.579021,-0.068104,-0.168495,-0.005519,-0.301174,-0.112300,-0.088697,39.775910,-1.232091,39.794988,-209.212366
18913,10.585765,-5.500040,-0.068440,-0.167371,-0.004517,-0.296793,-0.111687,-0.087683,38.953479,-1.236773,38.973108,-194.215979
19213,10.355106,-5.459164,-0.067536,-0.165001,-0.003075,-0.292394,-0.110085,-0.086796,38.562772,-1.206778,38.581650,-186.968505
19514,9.894612,-5.389389,-0.066922,-0.163775,-0.002409,-0.290558,-0.110044,-0.086445,37.766541,-1.151615,37.784095,-172.047511
19814,9.679181,-5.358959,-0.066423,-0.161682,0.004906,-0.285777,-0.109562,-0.087205,37.394652,-1.131467,37.411766,-164.982643
20114,9.232470,-5.298913,-0.066257,-0.160769,0.000986,-0.283534,-0.108380,-0.085356,36.628199,-1.105939,36.644891,-150.216491
20414,9.014703,-5.271041,-0.065471,-0.158967,0.004018,-0.280488,-0.107889,-0.085352,36.256973,-1.072882,36.272844,-142.964697
20714,8.591384,-5.223655,-0.065129,-0.158131,0.001091,-0.279007,-0.106836,-0.084029,35.530946,-1.042971,35.546251,-128.608392
21014,8.392911,-5.202963,-0.064451,-0.156710,0.000751,-0.276776,-0.106164,-0.083258,35.192061,-1.016105,35.206727,-121.819236
21315,7.993493,-5.166719,-0.064382,-0.156089,-0.000695,-0.275120,-0.105395,-0.082328,34.507963,-0.994240,34.522283,-107.950146
21615,7.803148,-5.149057,-0.064266,-0.155002,0.001004,-0.272207,-0.104842,-0.081963,34.187381,-0.984157,34.201544,-101.355642
21915,7.411879,-5.111571,-0.064449,-0.154472,-0.001049,-0.270067,-0.103816,-0.080705,33.540031,-0.977508,33.554272,-87.845195
22215,7.217610,-5.091257,-0.064418,-0.153347,0.001031,-0.266690,-0.103206,-0.080316,33.226654,-0.970395,33.240822,-81.202162
22515,6.850820,-5.051317,-0.064363,-0.152738,0.001011,-0.265124,-0.102158,-0.079841,32.645948,-0.960446,32.660073,-68.720249
22815,6.665915,-5.030668,-0.063732,-0.151540,0.001235,-0.263421,-0.101044,-0.079397,32.358028,-0.944483,32.371809,-62.447577
23116,6.310770,-4.995558,-0.063927,-0.150920,-0.004519,-0.260978,-0.100896,-0.076938,31.802388,-0.929392,31.815965,-50.225918
23416,6.131040,-4.975857,-0.064038,-0.149867,-0.004968,-0.257485,-0.099618,-0.075755,31.528792,-0.924053,31.542330,-44.114666
23716,5.791645,-4.936191,-0.064520,-0.149276,-0.000100,-0.254268,-0.098941,-0.076250,31.023320,-0.935481,31.037421,-32.668478
24016,5.606541,-4.911243,-0.064781,-0.148086,0.000823,-0.249913,-0.098460,-0.075221,30.757608,-0.932288,30.771734,-26.552375
24317,5.240617,-4.857603,-0.064970,-0.147337,0.000533,-0.247159,-0.097087,-0.074308,30.247501,-0.937038,30.262012,-14.626738
24617,5.060770,-4.829998,-0.064554,-0.145728,0.003604,-0.242892,-0.096447,-0.071037,30.002236,-0.920206,30.016345,-8.812808
24917,4.692991,-4.692991,-0.064560,-0.144900,-0.000636,-0.241127,-0.095231,-0.072082,29.504621,-0.911248,29.518689,3.117508
25217,4.513524,-4.513524,-0.064815,-0.144900,-0.001811,-0.240254,-0.094743,-0.071533,29.266469,-0.912011,29.280676,8.906270
25517,4.159856,-4.159856,-0.065485,-0.144900,-0.002750,-0.238246,-0.093683,-0.070649,28.814326,-0.927491,28.829249,20.086018
25817,3.976971,-3.976971,-0.066329,-0.144900,-0.003189,-0.235713,-0.093103,-0.069757,28.591124,-0.938989,28.606539,25.711563
26117,3.626066,-3.626066,-0.067263,-0.144900,-0.003441,-0.232910,-0.092003,-0.068841,28.183726,-0.963426,28.200188,36.185806
26418,3.447547,-3.447547,-0.068262,-0.144900,-0.003509,-0.229914,-0.091429,-0.067922,27.986790,-0.976861,28.003833,41.353332
26718,3.064073,-3.064073,-0.069274,-0.144900,-0.003586,-0.226879,-0.090226,-0.066988,27.585762,-1.004881,27.604058,52.105852
27018,2.861581,-2.861581,-0.051094,0.003992,0.325511,0.165240,-0.089607,-0.048081,27.385376,-1.019961,27.404363,57.602788
27318,2.709952,-2.709952,-0.028133,-0.226856,-0.108472,-0.596257,-0.090019,-0.146336,26.905227,0.101090,26.905417,67.897483
27618,2.702416,-2.702416,-0.057116,-0.139502,-0.018042,-0.247161,-0.106916,-0.068735,26.677993,-0.302488,26.679707,72.826238
27918,2.431344,-2.431344,-0.047777,-0.110223,0.159246,-0.187422,-0.064624,-0.029202,26.286363,-0.479655,26.290739,83.048561
28218,2.392537,-2.392537,-0.037488,-0.188846,-0.121695,-0.454074,-0.081173,-0.099714,26.036009,-0.055769,26.036069,88.254596
28519,2.239947,-2.239947,-0.060632,-0.046422,-0.011759,0.042707,-0.085223,0.016340,25.613409,-0.739251,25.624074,98.553446
28819,2.118478,-2.118478,-0.040089,-0.101394,0.029527,-0.183914,-0.066843,-0.064032,25.439184,-0.493032,25.443961,103.123021
29119,2.014849,-2.014849,-0.051484,-0.116104,-0.072983,-0.326521,-0.091315,-0.076061,25.020326,-0.403100,25.023573,112.708501
29419,1.915069,-1.915069,-0.057050,-0.077247,-0.018697,-0.060590,-0.082865,-0.012568,24.845966,-0.613764,24.853546,117.320911
29719,1.724614,-1.724614,-0.044160,-0.133917,0.044295,-0.269309,-0.073918,-0.060009,24.491142,-0.344431,24.493564,126.375711
30019,1.656588,-1.656588,-0.049711,-0.123245,-0.035775,-0.220602,-0.081768,-0.055448,24.290925,-0.383774,24.293956,131.253568
30320,1.483068,-1.483068,-0.050787,-0.096406,0.014681,-0.141487,-0.073782,-0.046851,23.970388,-0.517399,23.975971,139.722679
30620,1.388401,-1.388401,-0.047512,-0.113133,-0.021152,-0.196861,-0.072315,-0.052713,23.788759,-0.434337,23.792724,144.450833
30920,1.220273,-1.220273,-0.050033,-0.101043,-0.018856,-0.153018,-0.075407,-0.040248,23.440341,-0.490020,23.445462,153.541346
31220,1.126705,-1.126705,-0.050638,-0.099218,0.004657,-0.145740,-0.071628,-0.045119,23.282656,-0.503912,23.288108,157.839783
31520,0.946794,-0.946794,-0.049239,-0.107376,-0.002000,-0.166227,-0.070995,-0.049268,22.961992,-0.464128,22.966682,166.510465
31820,0.859147,-0.859147,-0.051013,-0.102502,-0.003722,-0.154467,-0.070945,-0.045224,22.807249,-0.487490,22.812459,170.743972
32120,0.661722,-0.661722,-0.050640,-0.099819,0.003655,-0.142317,-0.067399,-0.043791,22.491587,-0.501548,22.497178,179.599441
32421,0.562577,-0.562577,-0.050741,-0.101223,-0.004334,-0.151443,-0.067177,-0.044133,22.332408,-0.493887,22.337869,184.081726
32721,0.359989,-0.359989,-0.051647,-0.095873,-0.001710,-0.141264,-0.065536,-0.041866,22.023404,-0.519574,22.029532,192.952254
33021,0.255279,-0.255279,-0.051383,-0.096206,0.000317,-0.134470,-0.064086,-0.040436,21.872505,-0.518968,21.878661,197.363690
33321,0.055517,-0.055517,-0.041697,-0.095530,1.550808,-0.165256,-0.062933,-0.514819,21.588106,-0.521888,21.594413,205.751164
33622,0.043165,-0.043165,-0.036078,-0.197453,0.043596,-0.484125,-0.126292,-0.158316,19.983308,-0.012734,19.983312,209.535965
33922,0.043739,-0.043739,-0.040251,-0.198635,-0.021735,-0.477977,-0.148483,-0.136873,16.933148,-0.006474,16.933149,216.335409
34222,0.043804,-0.043804,-0.040694,-0.198554,-0.015108,-0.473580,-0.154857,-0.137541,15.127193,-0.007228,15.127195,219.475171
34522,0.043580,-0.043580,-0.039506,-0.198446,-0.009595,-0.476822,-0.161417,-0.140168,11.551287,-0.008157,11.551290,224.747446
34822,0.043306,-0.043306,-0.036481,-0.200895,-0.000787,-0.493244,-0.163709,-0.147737,9.895951,0.004476,9.895952,226.772643
35122,0.042010,-0.042010,-0.029503,-0.200447,0.026159,-0.512832,-0.173001,-0.161697,6.678532,-0.009379,6.678539,229.957510
35422,0.040266,-0.040266,-0.008343,-0.196652,0.115641,-0.564928,-0.181354,-0.204171,5.074465,-0.016738,5.074492,231.118905
35723,0.037697,-0.037697,-0.003866,-0.199354,-0.018724,-0.586466,-0.199432,-0.170323,1.768814,0.003288,1.768817,232.449042
36023,0.037692,-0.037692,-0.003856,-0.198682,-0.004161,-0.584478,-0.199079,-0.174095,0.000502,-0.006592,0.006612,232.610965
36323,0.037694,-0.037694,-0.003851,-0.201182,0.000197,-0.591992,-0.197789,-0.177657,0.000062,-0.004743,0.004744,232.610990
36623,0.037693,-0.037693,-0.003850,-0.198971,0.000989,-0.585362,-0.197524,-0.175905,0.000103,-0.005146,0.005147,232.611003
36923,0.037698,-0.037698,-0.003850,-0.201015,0.001132,-0.591494,-0.198048,-0.177788,0.000046,0.005020,0.005022,232.611030
37223,0.037698,-0.037698,-0.003850,-0.201009,0.001176,-0.591476,-0.198466,-0.177796,0.000044,0.005044,0.005048,232.611043
37524,0.037698,-0.037698,-0.003850,-0.201007,0.001185,-0.591471,-0.198821,-0.177797,0.000045,0.005037,0.005057,232.611068
37824,0.037697,-0.037697,-0.003850,-0.201007,0.001186,-0.591470,-0.198892,-0.177797,0.000045,0.005033,0.005078,232.611081
38124,0.037692,-0.037692,-0.003850,-0.201005,0.001185,-0.591467,-0.198951,-0.177795,0.000045,0.005010,0.005261,232.611108
38424,0.037683,-0.037683,-0.003848,-0.200994,0.001178,-0.591437,-0.198958,-0.177784,0.000046,0.004969,0.005560,232.611121
38724,0.037654,-0.037654,-0.003848,-0.200977,-0.030715,-0.591388,-0.197798,-0.168202,0.000003,0.000006,0.000118,232.611149
39024,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
39324,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
39625,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
39925,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
40225,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
40525,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
40826,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
41126,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
41426,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
41726,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
42027,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
42327,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
42627,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
42928,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
43228,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
43528,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
43829,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
44129,0.037654,-0.037654,-0.003848,-0.200001,-0.030715,-0.588460,-0.197798,-0.167324,0.000003,0.000006,0.000118,232.611149
